dqn,date,km,moto
110FX422,2/15/2026,0,0
110FX422,2/16/2026,3.36,3
110FX422,2/17/2026,0.06,4
110FX422,2/18/2026,3.04,2
110FX422,2/19/2026,18.82,5
110FX422,2/20/2026,42.39,6
110FX422,2/21/2026,0,0
110FX422,2/22/2026,0,0
110FX422,2/23/2026,0,0
10PD361,2/1/2026,0,0
10PD361,2/2/2026,125.52,0
10PD361,2/3/2026,38.39,0
10PD361,2/4/2026,105.96,0
10PD361,2/5/2026,119.49,0
10PD361,2/6/2026,171,0
10PD361,2/7/2026,0.03,0
10PD361,2/8/2026,0,0
10PD361,2/9/2026,49,0
10PD361,2/10/2026,78.92,0
10PD361,2/11/2026,266.08,0
10PD361,2/12/2026,224.64,0
10PD361,2/13/2026,176.09,0
10PD361,2/14/2026,0.09,0
10PD361,2/15/2026,0.06,0
10PD361,2/16/2026,147.03,0
10PD361,2/17/2026,38.03,0
10PD361,2/18/2026,70.44,0
10PD361,2/19/2026,253.68,0
10PD361,2/20/2026,97.31,0
10PD361,2/21/2026,0.09,0
10PD361,2/22/2026,0.03,0
10PD361,2/23/2026,19.02,0
90AV327,2/1/2026,0,0
90AV327,2/2/2026,0.1,0
90AV327,2/3/2026,0,0
90AV327,2/4/2026,0,0
90AV327,2/5/2026,0.01,0
90AV327,2/6/2026,0,0
90AV327,2/7/2026,0,0
90AV327,2/8/2026,0,0
90AV327,2/9/2026,0,0
90AV327,2/10/2026,0,0
90AV327,2/11/2026,0,0
90AV327,2/12/2026,0,0
90AV327,2/13/2026,0.03,0
90AV327,2/14/2026,0,0
90AV327,2/15/2026,0,0
90AV327,2/16/2026,0,0
90AV327,2/17/2026,0,0
90AV327,2/18/2026,0,0
90AV327,2/19/2026,0.02,0
90AV327,2/20/2026,0,0
90AV327,2/21/2026,0,0
90AV327,2/22/2026,0,0
90AV327,2/23/2026,0,0
10H463,2/1/2026,9.58,3
10H463,2/2/2026,11.62,6
10H463,2/3/2026,11.84,6
10H463,2/4/2026,10.8,6
10H463,2/5/2026,12.26,6
10H463,2/6/2026,10.82,5
10H463,2/9/2026,12.65,5
10H463,2/10/2026,11.85,6
10H463,2/11/2026,11.59,7
10H463,2/12/2026,12.33,5
10H463,2/13/2026,10.62,6
10H463,2/16/2026,12.72,6
10H463,2/17/2026,10.86,5
10H463,2/18/2026,12.57,6
10H463,2/19/2026,11.15,5
10H463,2/20/2026,11.95,4
10PK290,2/1/2026,169.59,0
10PK290,2/2/2026,128.88,0
10PK290,2/3/2026,176.99,0
10PK290,2/4/2026,189.74,0
10PK290,2/5/2026,88.23,0
10PK290,2/6/2026,171.98,0
10PK290,2/7/2026,230.15,0
10PK290,2/8/2026,0.48,0
10PK290,2/9/2026,17.94,0
10PK290,2/10/2026,0,0
10PK290,2/11/2026,0,0
10PK290,2/12/2026,0,0
10PK290,2/13/2026,0,0
10PK290,2/14/2026,0,0
10PK290,2/15/2026,0,0
10PK290,2/16/2026,120.9,0
10PK290,2/17/2026,71.65,0
10PK290,2/18/2026,74.75,0
10PK290,2/19/2026,50.02,0
10PK290,2/20/2026,35.05,0
10PK290,2/21/2026,60.8,0
10PK290,2/22/2026,63.49,0
10PK290,2/23/2026,0,0
10PJ840,2/1/2026,0,0
10PJ840,2/2/2026,187.92,0
10PJ840,2/3/2026,145.3,0
10PJ840,2/4/2026,64.56,0
10PJ840,2/5/2026,66.77,0
10PJ840,2/6/2026,208.1,0
10PJ840,2/7/2026,0,0
10PJ840,2/8/2026,0,0
10PJ840,2/9/2026,88.23,0
10PJ840,2/10/2026,102.08,0
10PJ840,2/11/2026,80.51,0
10PJ840,2/12/2026,56.78,0
10PJ840,2/13/2026,81.04,0
10PJ840,2/14/2026,0,0
10PJ840,2/15/2026,0,0
10PJ840,2/16/2026,176.18,0
10PJ840,2/17/2026,131.2,0
10PJ840,2/18/2026,175.14,0
10PJ840,2/19/2026,157.31,0
10PJ840,2/20/2026,156.66,0
10PJ840,2/21/2026,0,0
10PJ840,2/22/2026,0,0
10PJ840,2/23/2026,1.94,0
99JK209,2/1/2026,14.63,0
99JK209,2/2/2026,140.69,0
99JK209,2/3/2026,129.17,0
99JK209,2/4/2026,153.35,0
99JK209,2/5/2026,179.91,0
99JK209,2/6/2026,90.1,0
99JK209,2/7/2026,0.54,0
99JK209,2/8/2026,14.63,0
99JK209,2/9/2026,161.01,0
99JK209,2/10/2026,138.84,0
99JK209,2/11/2026,133.29,0
99JK209,2/12/2026,85.96,0
99JK209,2/13/2026,82.95,0
99JK209,2/14/2026,0,0
99JK209,2/15/2026,14.9,0
99JK209,2/16/2026,138.45,0
99JK209,2/17/2026,85.75,0
99JK209,2/18/2026,127.57,0
99JK209,2/19/2026,137.67,0
99JK209,2/20/2026,95.7,0
99JK209,2/21/2026,0,0
99JK209,2/22/2026,0,0
99JK209,2/23/2026,0,0
110FD460,2/1/2026,0,0
110FD460,2/2/2026,8.76,0
110FD460,2/3/2026,8.57,0
110FD460,2/4/2026,14.98,0
110FD460,2/5/2026,5.59,0
110FD460,2/6/2026,8.94,0
110FD460,2/7/2026,6.91,0
110FD460,2/8/2026,0,0
110FD460,2/9/2026,15.38,0
110FD460,2/10/2026,4.89,0
110FD460,2/11/2026,14.62,0
110FD460,2/12/2026,9.7,0
110FD460,2/13/2026,25.4,0
110FD460,2/14/2026,7.52,0
110FD460,2/15/2026,15.53,0
110FD460,2/16/2026,8.73,0
110FD460,2/17/2026,19.35,0
110FD460,2/18/2026,7.84,0
110FD460,2/19/2026,14.42,0
110FD460,2/20/2026,8.21,0
110FD460,2/21/2026,35.49,0
110FD460,2/22/2026,42.38,0
110FD460,2/23/2026,0,0
90AV364,2/1/2026,0,0
90AV364,2/2/2026,81.99,0
90AV364,2/3/2026,124.44,0
90AV364,2/4/2026,114.9,0
90AV364,2/5/2026,105.44,0
90AV364,2/6/2026,128.48,0
90AV364,2/7/2026,0,0
90AV364,2/8/2026,0,0
90AV364,2/9/2026,132.38,0
90AV364,2/10/2026,95.47,0
90AV364,2/11/2026,126.37,0
90AV364,2/12/2026,65.46,0
90AV364,2/13/2026,86.28,0
90AV364,2/14/2026,0,0
90AV364,2/15/2026,0,0
90AV364,2/16/2026,104.31,0
90AV364,2/17/2026,61.25,0
90AV364,2/18/2026,46.27,0
90AV364,2/19/2026,38.27,0
90AV364,2/20/2026,120.24,0
90AV364,2/21/2026,0,0
90AV364,2/22/2026,0,0
90AV364,2/23/2026,0,0
90JN657,2/6/2026,0.12,1
90JN657,2/9/2026,0,1
90JN657,2/13/2026,0.06,0
90JN657,2/14/2026,12.58,2
90JN657,2/15/2026,9.45,4
90JN657,2/17/2026,0.09,0
90JN657,2/18/2026,2.29,0
90JN657,2/19/2026,13.6,2
10AZ765,2/1/2026,0,0
10AZ765,2/2/2026,212.39,0
10AZ765,2/3/2026,190.91,0
10AZ765,2/4/2026,213.28,0
10AZ765,2/5/2026,180.33,0
10AZ765,2/6/2026,185,0
10AZ765,2/7/2026,29.54,0
10AZ765,2/8/2026,0,0
10AZ765,2/9/2026,177.52,0
10AZ765,2/10/2026,187.03,0
10AZ765,2/11/2026,167.78,0
10AZ765,2/12/2026,57.64,0
10AZ765,2/21/2026,46.14,0
10AZ765,2/22/2026,0,0
10AZ765,2/23/2026,0,0
99AM817,2/1/2026,0,0
99AM817,2/2/2026,39.73,0
99AM817,2/3/2026,59.1,0
99AM817,2/4/2026,53.16,0
99AM817,2/5/2026,49.91,0
99AM817,2/6/2026,51.62,0
99AM817,2/7/2026,0,0
99AM817,2/8/2026,0,0
99AM817,2/9/2026,78.72,0
99AM817,2/10/2026,66.94,0
99AM817,2/11/2026,40.97,0
99AM817,2/12/2026,56.66,0
99AM817,2/13/2026,56.94,0
99AM817,2/14/2026,0,0
99AM817,2/15/2026,0,0
99AM817,2/16/2026,42.18,0
99AM817,2/17/2026,87.39,0
99AM817,2/18/2026,94.81,0
99AM817,2/19/2026,39.84,0
99AM817,2/20/2026,18.7,0
99AM817,2/21/2026,0,0
99AM817,2/22/2026,0,0
99AM817,2/23/2026,0,0
90AB343,2/1/2026,0,0
90AB343,2/2/2026,77.55,0
90AB343,2/3/2026,49.96,0
90AB343,2/4/2026,31.86,0
90AB343,2/5/2026,214.36,0
90AB343,2/6/2026,2.35,0
90AB343,2/7/2026,0.24,0
90AB343,2/8/2026,0.39,0
90AB343,2/9/2026,37.56,0
90AB343,2/10/2026,80.23,0
90AB343,2/11/2026,179.25,0
90AB343,2/12/2026,93.86,0
90AB343,2/13/2026,54.04,0
90AB343,2/14/2026,1.79,0
90AB343,2/15/2026,2.17,0
90AB343,2/16/2026,104.74,0
90AB343,2/17/2026,70.37,0
90AB343,2/18/2026,159.82,0
90AB343,2/19/2026,213.08,0
90AB343,2/20/2026,131.83,0
90AB343,2/21/2026,0,0
90AB343,2/22/2026,0,0
90AB343,2/23/2026,1.61,0
90AH246,2/1/2026,0.56,0
90AH246,2/2/2026,81.13,0
90AH246,2/3/2026,83.73,0
90AH246,2/4/2026,61.73,0
90AH246,2/5/2026,115.11,0
90AH246,2/6/2026,120.74,0
90AH246,2/7/2026,0,0
90AH246,2/8/2026,0,0
90AH246,2/9/2026,80.5,0
90AH246,2/10/2026,59.35,0
90AH246,2/11/2026,66.19,0
90AH246,2/12/2026,61.49,0
90AH246,2/13/2026,126.5,0
90AH246,2/14/2026,0,0
90AH246,2/15/2026,0,0
90AH246,2/16/2026,548,0
90AH246,2/17/2026,83.28,0
90AH246,2/18/2026,254.09,0
90AH246,2/19/2026,158.63,0
90AH246,2/20/2026,460.59,0
90AH246,2/21/2026,0.92,0
90AH246,2/22/2026,0.57,0
90AH246,2/23/2026,0.92,0
10AL167,2/1/2026,0,0
10AL167,2/2/2026,85.9,0
10AL167,2/3/2026,66.23,0
10AL167,2/4/2026,75.49,0
10AL167,2/5/2026,130.88,0
10AL167,2/6/2026,77.91,0
10AL167,2/7/2026,0,0
10AL167,2/8/2026,0,0
10AL167,2/9/2026,27.15,0
10AL167,2/10/2026,52.13,0
10AL167,2/11/2026,48.2,0
10AL167,2/12/2026,116.54,0
10AL167,2/13/2026,181.99,0
10AL167,2/14/2026,0,0
10AL167,2/15/2026,0,0
10AL167,2/16/2026,158.45,0
10AL167,2/17/2026,12.55,0
10AL167,2/18/2026,0,0
99JE314,2/1/2026,33.92,0
99JE314,2/2/2026,44.58,0
99JE314,2/3/2026,88.59,0
99JE314,2/4/2026,71.26,0
99JE314,2/5/2026,93.77,0
99JE314,2/6/2026,88.49,0
99JE314,2/7/2026,0,0
99JE314,2/8/2026,0,0
99JE314,2/9/2026,55.41,0
99JE314,2/10/2026,87.9,0
99JE314,2/11/2026,46.61,0
99JE314,2/12/2026,62.48,0
99JE314,2/13/2026,107.63,0
99JE314,2/14/2026,69.23,0
99JE314,2/15/2026,0,0
99JE314,2/16/2026,0.78,0
99JE314,2/17/2026,61.31,0
99JE314,2/18/2026,77.97,0
99JE314,2/19/2026,88.79,0
99JE314,2/20/2026,60.95,0
99JE314,2/21/2026,0,0
99JE314,2/22/2026,110.34,0
99JE314,2/23/2026,0,0
90JP035,2/18/2026,0,0
90JP035,2/21/2026,0,0
90JP035,2/22/2026,0,0
90JP035,2/23/2026,0,0
10PK291,2/1/2026,0,0
10PK291,2/2/2026,44.64,0
10PK291,2/3/2026,69.35,0
10PK291,2/4/2026,63.55,0
10PK291,2/5/2026,40.89,0
10PK291,2/6/2026,67.59,0
10PK291,2/7/2026,0.09,0
10PK291,2/8/2026,0.06,0
10PK291,2/9/2026,54.33,0
10PK291,2/10/2026,53.47,0
10PK291,2/11/2026,45.59,0
10PK291,2/12/2026,77.88,0
10PK291,2/13/2026,78.32,0
10PK291,2/14/2026,3.07,0
10PK291,2/15/2026,1,0
10PK291,2/16/2026,42.2,0
10PK291,2/17/2026,3.91,0
10PK291,2/18/2026,2.04,0
10PK291,2/19/2026,1.53,0
10PK291,2/20/2026,2.8,0
10PK291,2/21/2026,2.3,0
10PK291,2/22/2026,0.7,0
10PK291,2/23/2026,0.06,0
90JS155,2/1/2026,20.46,0
90JS155,2/2/2026,46.36,0
90JS155,2/3/2026,39.25,0
90JS155,2/4/2026,49.03,0
90JS155,2/5/2026,82.97,0
90JS155,2/6/2026,72.23,0
90JS155,2/7/2026,55.95,0
90JS155,2/8/2026,58.86,0
90JS155,2/9/2026,32.28,0
90JS155,2/10/2026,52.34,0
90JS155,2/11/2026,26.72,0
90JS155,2/12/2026,41,0
90JS155,2/13/2026,19.27,0
90JS155,2/14/2026,47.46,0
90JS155,2/15/2026,33.24,0
90JS155,2/16/2026,44.15,0
90JS155,2/17/2026,49.37,0
90JS155,2/18/2026,43.69,0
90JS155,2/19/2026,76.41,0
90JS155,2/20/2026,25.93,0
90JS155,2/21/2026,49.6,0
90JS155,2/22/2026,9.81,0
90JS155,2/23/2026,0.71,0
90JL505,2/1/2026,0,0
90JL505,2/2/2026,36.97,0
90JL505,2/3/2026,0,0
90JL505,2/4/2026,7.11,0
90JL505,2/5/2026,0,0
90JL505,2/6/2026,0.02,0
90JL505,2/7/2026,0,0
90JL505,2/8/2026,0,0
90JL505,2/9/2026,37.88,0
90JL505,2/10/2026,0,0
90JL505,2/11/2026,6.61,0
90JL505,2/12/2026,0,0
90JL505,2/13/2026,112.34,0
90JL505,2/14/2026,0,0
90JL505,2/15/2026,0,0
90JL505,2/16/2026,26.57,0
90JL505,2/17/2026,112.07,0
90JL505,2/18/2026,0,0
90JL505,2/19/2026,37.11,0
90JL505,2/20/2026,0,0
90JL505,2/21/2026,0,0
90JL505,2/22/2026,0,0
90JL505,2/23/2026,0,0
99JG252,2/1/2026,84.29,4
99JG252,2/2/2026,84.84,6
99JG252,2/3/2026,17.43,4
99JG252,2/4/2026,0,0
99JG252,2/5/2026,10.59,6
99JG252,2/6/2026,92.27,5
99JG252,2/7/2026,77.16,6
99JG252,2/8/2026,19.76,7
99JG252,2/9/2026,25.09,5
99JG252,2/10/2026,0,0
99JG252,2/11/2026,20,5
99JG252,2/12/2026,21.85,5
99JG252,2/13/2026,89.01,6
99JG252,2/14/2026,20.23,1
99JG252,2/15/2026,0,0
99JG252,2/16/2026,0,0
99JG252,2/17/2026,0,0
99JG252,2/18/2026,0,0
99JG252,2/19/2026,0,0
99JG252,2/20/2026,76.17,5
99JG252,2/21/2026,57.99,2
99JG252,2/22/2026,107.57,5
99JG252,2/23/2026,24.91,0
90JP033,2/1/2026,40.5,0
90JP033,2/2/2026,37.5,0
90JP033,2/3/2026,43.96,0
90JP033,2/4/2026,76.03,0
90JP033,2/5/2026,87.04,0
90JP033,2/6/2026,95.73,0
90JP033,2/7/2026,28.2,0
90JP033,2/8/2026,0,0
90JP033,2/9/2026,31.24,0
90JP033,2/10/2026,56.42,0
90JP033,2/11/2026,30.52,0
90JP033,2/12/2026,35.59,0
90JP033,2/13/2026,33.17,0
90JP033,2/14/2026,44.89,0
90JP033,2/15/2026,16.39,0
90JP033,2/16/2026,25.16,0
90JP033,2/17/2026,46.76,0
90JP033,2/18/2026,14.31,0
90JP033,2/19/2026,0,0
90JP033,2/20/2026,51.53,0
90JP033,2/21/2026,36.04,0
90JP033,2/22/2026,31.59,0
90JP033,2/23/2026,23.79,0
90JP026,2/1/2026,0,0
90JP026,2/2/2026,47,0
90JP026,2/3/2026,67.93,0
90JP026,2/4/2026,38.09,0
90JP026,2/5/2026,108.22,0
90JP026,2/6/2026,0,0
90JP026,2/7/2026,0,0
90JP026,2/8/2026,0,0
90JP026,2/9/2026,0,0
90JP026,2/10/2026,0,0
90JP026,2/11/2026,0,0
90JP026,2/12/2026,1.85,0
90JP026,2/13/2026,0,0
90JP026,2/14/2026,0,0
90JP026,2/15/2026,0,0
90JP026,2/16/2026,154.3,0
90JP026,2/17/2026,60.09,0
90JP026,2/18/2026,125.13,0
90JP026,2/19/2026,104.49,0
90JP026,2/20/2026,85.61,0
90JP026,2/21/2026,0,0
90JP026,2/22/2026,0,0
90JP026,2/23/2026,0,0
10PD357,2/1/2026,0,0
10PD357,2/2/2026,33.39,0
10PD357,2/3/2026,47.39,0
10PD357,2/4/2026,27.51,0
10PD357,2/5/2026,12.28,0
10PD357,2/6/2026,45.87,0
10PD357,2/7/2026,18.63,0
10PD357,2/8/2026,0,0
10PD357,2/9/2026,79.46,0
10PD357,2/10/2026,40.15,0
10PD357,2/11/2026,35.79,0
10PD357,2/12/2026,45.52,0
10PD357,2/13/2026,91.74,0
10PD357,2/14/2026,16.27,0
10PD357,2/15/2026,0,0
10PD357,2/16/2026,64.77,0
10PD357,2/17/2026,108.46,0
10PD357,2/18/2026,39.73,0
10PD357,2/19/2026,34.07,0
10PD357,2/20/2026,38.36,0
10PD357,2/21/2026,14.28,0
10PD357,2/22/2026,0,0
10PD357,2/23/2026,6.35,0
99JK201,2/1/2026,0,0
99JK201,2/2/2026,59.05,0
99JK201,2/3/2026,70.94,0
99JK201,2/4/2026,58.36,0
99JK201,2/5/2026,72.51,0
99JK201,2/6/2026,59.23,0
99JK201,2/7/2026,0,0
99JK201,2/8/2026,0,0
99JK201,2/9/2026,151.69,0
99JK201,2/10/2026,71.97,0
99JK201,2/11/2026,72.01,0
99JK201,2/12/2026,60.24,0
99JK201,2/13/2026,80.67,0
99JK201,2/16/2026,77.98,0
99JK201,2/17/2026,73.25,0
99JK201,2/18/2026,59.16,0
99JK201,2/19/2026,70.84,0
99JK201,2/20/2026,60.25,0
99JK201,2/21/2026,0,0
99JK201,2/22/2026,0,0
99JK201,2/23/2026,15.24,0
10PH519,2/1/2026,13.23,0
10PH519,2/2/2026,136,0
10PH519,2/3/2026,101.67,0
10PH519,2/4/2026,49.48,0
10PH519,2/5/2026,11.98,0
10PH519,2/6/2026,77.85,0
10PH519,2/7/2026,0,0
10PH519,2/8/2026,19.2,0
10PH519,2/9/2026,171.85,0
10PH519,2/10/2026,112.58,0
10PH519,2/11/2026,61.46,0
10PH519,2/12/2026,48.34,0
10PH519,2/13/2026,91.24,0
10PH519,2/14/2026,16.12,0
10PH519,2/15/2026,0,0
10PH519,2/16/2026,86.47,0
10PH519,2/17/2026,130.58,0
10PH519,2/18/2026,213.68,0
10PH519,2/19/2026,151.53,0
10PH519,2/20/2026,138.27,0
10PH519,2/21/2026,0,0
10PH519,2/22/2026,13.41,0
10PH519,2/23/2026,0,0
90AC209,2/1/2026,0,0
90AC209,2/2/2026,85.63,0
90AC209,2/3/2026,79.01,0
90AC209,2/4/2026,129.99,0
90AC209,2/5/2026,130.61,0
90AC209,2/6/2026,143.24,0
90AC209,2/7/2026,0,0
90AC209,2/8/2026,0,0
90AC209,2/9/2026,78.24,0
90AC209,2/10/2026,125.12,0
90AC209,2/11/2026,37.8,0
90AC209,2/12/2026,144.67,0
90AC209,2/13/2026,7.84,0
90AC209,2/14/2026,0,0
90AC209,2/15/2026,0,0
90AC209,2/16/2026,62.83,0
90AC209,2/17/2026,171.45,0
90AC209,2/18/2026,123.09,0
90AC209,2/19/2026,176.9,0
90AC209,2/20/2026,143.87,0
90AC209,2/21/2026,0,0
90AC209,2/22/2026,0,0
90AC209,2/23/2026,19.4,0
10PK294,2/1/2026,0,0
10PK294,2/2/2026,84.74,0
10PK294,2/3/2026,0.06,0
10PK294,2/4/2026,0,0
10PK294,2/5/2026,0,0
10PK294,2/6/2026,0,0
10PK294,2/7/2026,0,0
10PK294,2/8/2026,0,0
10PK294,2/9/2026,275.73,0
10PK294,2/10/2026,344.46,0
10PK294,2/11/2026,287.84,0
10PK294,2/12/2026,355.25,0
10PK294,2/13/2026,460.56,0
10PK294,2/14/2026,0,0
10PK294,2/15/2026,0,0
10PK294,2/16/2026,47.48,0
10PK294,2/17/2026,98.83,0
10PK294,2/18/2026,107.09,0
10PK294,2/19/2026,109.51,0
10PK294,2/20/2026,86.76,0
10PK294,2/21/2026,0,0
10PK294,2/22/2026,0,0
10PK294,2/23/2026,0,0
10PD353,2/1/2026,0,0
10PD353,2/2/2026,149.35,0
10PD353,2/3/2026,206.41,0
10PD353,2/4/2026,138.32,0
10PD353,2/5/2026,95.77,0
10PD353,2/6/2026,120.03,0
10PD353,2/7/2026,0,0
10PD353,2/8/2026,0,0
10PD353,2/9/2026,94.48,0
10PD353,2/10/2026,74.51,0
10PD353,2/11/2026,118.03,0
10PD353,2/12/2026,177.71,0
10PD353,2/13/2026,119.25,0
10PD353,2/14/2026,0,0
10PD353,2/15/2026,0,0
10PD353,2/16/2026,70.61,0
10PD353,2/17/2026,151.26,0
10PD353,2/18/2026,80.09,0
10PD353,2/19/2026,88.02,0
10PD353,2/20/2026,133.17,0
10PD353,2/21/2026,0,0
10PD353,2/22/2026,0,0
10PD353,2/23/2026,0,0
90AV375,2/1/2026,0,0
90AV375,2/2/2026,94,0
90AV375,2/3/2026,73.62,0
90AV375,2/4/2026,107.99,0
90AV375,2/5/2026,0.36,0
90AV375,2/6/2026,230.39,0
90AV375,2/7/2026,0,0
90AV375,2/8/2026,0,0
90AV375,2/9/2026,102.21,0
90AV375,2/10/2026,71.74,0
90AV375,2/11/2026,97.64,0
90AV375,2/12/2026,78.75,0
90AV375,2/13/2026,149.33,0
90AV375,2/14/2026,0,0
90AV375,2/15/2026,0,0
90AV375,2/16/2026,90.63,0
90AV375,2/17/2026,64.18,0
90AV375,2/18/2026,78.98,0
90AV375,2/19/2026,54.78,0
90AV375,2/20/2026,89.12,0
90AV375,2/21/2026,0,0
90AV375,2/22/2026,0,0
90AV375,2/23/2026,0.9,0
90AE744,2/1/2026,0,0
90AE744,2/2/2026,167.09,0
90AE744,2/3/2026,170.78,0
90AE744,2/4/2026,194.93,0
90AE744,2/5/2026,212.93,0
90AE744,2/6/2026,94.34,0
90AE744,2/7/2026,0,0
90AE744,2/8/2026,0,0
90AE744,2/9/2026,162.32,0
90AE744,2/10/2026,177.19,0
90AE744,2/11/2026,172.91,0
90AE744,2/12/2026,179.99,0
90AE744,2/13/2026,93.09,0
90AE744,2/14/2026,0,0
90AE744,2/15/2026,0,0
90AE744,2/16/2026,151.38,0
90AE744,2/17/2026,202.56,0
90AE744,2/18/2026,266.49,0
90AE744,2/19/2026,240.14,0
90AE744,2/20/2026,101.25,0
90AE744,2/21/2026,0,0
90AE744,2/22/2026,0,0
90AE744,2/23/2026,18.07,0
10PL361,2/1/2026,0,0
10PL361,2/2/2026,126.55,0
10PL361,2/3/2026,150.64,0
10PL361,2/4/2026,126.11,0
10PL361,2/5/2026,79.43,0
10PL361,2/6/2026,83.93,0
10PL361,2/7/2026,0,0
10PL361,2/8/2026,0,0
10PL361,2/9/2026,80.03,0
10PL361,2/10/2026,81.04,0
10PL361,2/11/2026,114.63,0
10PL361,2/12/2026,122.47,0
10PL361,2/13/2026,79.35,0
10PL361,2/14/2026,0,0
10PL361,2/15/2026,0,0
10PL361,2/16/2026,76.6,0
10PL361,2/17/2026,102.8,0
10PL361,2/18/2026,156.36,0
10PL361,2/19/2026,82.95,0
10PL361,2/20/2026,114.24,0
10PL361,2/21/2026,0,0
10PL361,2/22/2026,0,0
10PL361,2/23/2026,3.73,0
90JR483,2/1/2026,60.89,0
90JR483,2/2/2026,36.57,0
90JR483,2/3/2026,75.65,0
90JR483,2/4/2026,27.57,0
90JR483,2/5/2026,49.63,0
90JR483,2/6/2026,102.44,0
90JR483,2/7/2026,56.03,0
90JR483,2/8/2026,0,0
90JR483,2/9/2026,18.66,0
90JR483,2/10/2026,32.46,0
90JR483,2/11/2026,39.34,0
90JR483,2/12/2026,121.43,0
90JR483,2/13/2026,22.09,0
90JR483,2/14/2026,0,0
90JR483,2/15/2026,0,0
90JR483,2/16/2026,54.93,0
90JR483,2/17/2026,59.43,0
90JR483,2/18/2026,0.45,0
90JR483,2/19/2026,79.1,0
90JR483,2/20/2026,55.06,0
90JR483,2/21/2026,0,0
90JR483,2/22/2026,0,0
90JR483,2/23/2026,0,0
90JV656,2/2/2026,34.18,0
90JV656,2/3/2026,58.01,0
90JV656,2/4/2026,70.69,0
90JV656,2/5/2026,75.53,0
90JV656,2/6/2026,33.77,0
90JV656,2/9/2026,48.35,0
90JV656,2/10/2026,86.82,0
90JV656,2/11/2026,49.12,0
90JV656,2/12/2026,52.87,0
90JV656,2/13/2026,32.14,0
90JV656,2/16/2026,39.79,0
90JV656,2/17/2026,58.8,0
90JV656,2/18/2026,71.12,0
90JV656,2/19/2026,49.71,0
90JV656,2/20/2026,28.8,0
77YZ924,2/2/2026,70.29,0
77YZ924,2/3/2026,103.97,0
77YZ924,2/4/2026,66.58,0
77YZ924,2/5/2026,120.39,0
77YZ924,2/6/2026,142.35,0
77YZ924,2/9/2026,103.53,0
77YZ924,2/10/2026,186,0
77YZ924,2/11/2026,89.83,0
77YZ924,2/12/2026,83.56,0
77YZ924,2/13/2026,110.14,0
77YZ924,2/16/2026,205.04,0
77YZ924,2/17/2026,249.88,0
77YZ924,2/18/2026,115.76,0
77YZ924,2/19/2026,146.02,0
77YZ924,2/20/2026,61.42,0
10PH837,2/1/2026,0.15,0
10PH837,2/2/2026,65.78,0
10PH837,2/3/2026,42.33,0
10PH837,2/4/2026,29.92,0
10PH837,2/5/2026,72.76,0
10PH837,2/6/2026,147.18,0
10PH837,2/7/2026,0.21,0
10PH837,2/8/2026,0.29,0
10PH837,2/9/2026,49.33,0
10PH837,2/10/2026,44.35,0
10PH837,2/11/2026,74.67,0
10PH837,2/12/2026,32.51,0
10PH837,2/13/2026,56.81,0
10PH837,2/14/2026,0.15,0
10PH837,2/15/2026,0,0
10PH837,2/16/2026,66.56,0
10PH837,2/17/2026,104.5,0
10PH837,2/18/2026,83.27,0
10PH837,2/19/2026,49.27,0
10PH837,2/20/2026,122.21,0
10PH837,2/21/2026,0,0
10PH837,2/22/2026,1.13,0
10PH837,2/23/2026,0.33,0
10PK286,2/1/2026,117.7,0
10PK286,2/2/2026,169.42,0
10PK286,2/3/2026,164.88,0
10PK286,2/4/2026,171.56,0
10PK286,2/5/2026,150.4,0
10PK286,2/6/2026,146.17,0
10PK286,2/7/2026,140.92,0
10PK286,2/8/2026,121.37,0
10PK286,2/9/2026,147.53,0
10PK286,2/10/2026,134.16,0
10PK286,2/11/2026,98.39,0
10PK286,2/12/2026,109.68,0
10PK286,2/13/2026,82.74,0
10PK286,2/14/2026,206.29,0
10PK286,2/15/2026,87.84,0
10PK286,2/16/2026,83.51,0
10PK286,2/17/2026,89.33,0
10PK286,2/18/2026,153.59,0
10PK286,2/19/2026,132.9,0
10PK286,2/20/2026,149.18,0
10PK286,2/21/2026,95.55,0
10PK286,2/22/2026,98.63,0
10PK286,2/23/2026,0,0
10PN331,2/1/2026,0.03,0
10PN331,2/2/2026,259.4,0
10PN331,2/3/2026,81.34,0
10PN331,2/4/2026,59.04,0
10PN331,2/5/2026,121.01,0
10PN331,2/6/2026,167.39,0
10PN331,2/7/2026,0,0
10PN331,2/8/2026,0.06,0
10PN331,2/9/2026,84.08,0
10PN331,2/10/2026,59.35,0
10PN331,2/11/2026,99.34,0
10PN331,2/12/2026,106.61,0
10PN331,2/13/2026,183.49,0
10PN331,2/14/2026,0,0
10PN331,2/15/2026,0,0
10PN331,2/16/2026,110.07,0
10PN331,2/17/2026,268.25,0
10PN331,2/18/2026,145.75,0
10PN331,2/19/2026,103.6,0
10PN331,2/20/2026,87.09,0
10PN331,2/21/2026,0,0
10PN331,2/22/2026,0,0
10PN331,2/23/2026,2.66,0
10PK179,2/1/2026,0,0
10PK179,2/2/2026,80.63,0
10PK179,2/3/2026,72.9,0
10PK179,2/4/2026,115.94,0
10PK179,2/5/2026,109.96,0
10PK179,2/6/2026,66.32,0
10PK179,2/7/2026,0,0
10PK179,2/8/2026,0,0
10PK179,2/9/2026,112.15,0
10PK179,2/10/2026,85.25,0
